Total train samples: 60000
Total test samples: 10000
Batch size: 128
iteration every epoch: 468
Initial learning rate: 0.1
[2023-08-19_10:48:49] Epoch:1/200, iteration:100/468, lr: 0.1, loss: 0.43051648139953613, time: 1.1095929145812988
[2023-08-19_10:48:50] Epoch:1/200, iteration:200/468, lr: 0.1, loss: 0.31081900000572205, time: 0.549079418182373
[2023-08-19_10:48:50] Epoch:1/200, iteration:300/468, lr: 0.1, loss: 0.29823940992355347, time: 0.5834617614746094
[2023-08-19_10:48:51] Epoch:1/200, iteration:400/468, lr: 0.1, loss: 0.20784862339496613, time: 0.5399808883666992
[2023-08-19_10:48:52] Epoch:2/200, iteration:31/468, lr: 0.1, loss: 0.02696564793586731, time: 0.8201560974121094
[2023-08-19_10:48:52] Epoch:2/200, iteration:131/468, lr: 0.1, loss: 0.0551961250603199, time: 0.5573084354400635
[2023-08-19_10:48:53] Epoch:2/200, iteration:231/468, lr: 0.1, loss: 0.07440127432346344, time: 0.633587121963501
[2023-08-19_10:48:53] Epoch:2/200, iteration:331/468, lr: 0.1, loss: 0.03588956966996193, time: 0.5897505283355713
[2023-08-19_10:48:54] Epoch:2/200, iteration:431/468, lr: 0.1, loss: 0.025284340605139732, time: 0.5996484756469727
[2023-08-19_10:48:55] Epoch:3/200, iteration:62/468, lr: 0.1, loss: 0.04993590712547302, time: 0.8044452667236328
[2023-08-19_10:48:55] Epoch:3/200, iteration:162/468, lr: 0.1, loss: 0.006586258765310049, time: 0.577484130859375
[2023-08-19_10:48:56] Epoch:3/200, iteration:262/468, lr: 0.1, loss: 0.013602550141513348, time: 0.5745654106140137
[2023-08-19_10:48:57] Epoch:3/200, iteration:362/468, lr: 0.1, loss: 0.07186993211507797, time: 0.5474948883056641
[2023-08-19_10:48:57] Epoch:3/200, iteration:462/468, lr: 0.1, loss: 0.09843014180660248, time: 0.5816593170166016
[2023-08-19_10:48:58] Epoch:4/200, iteration:93/468, lr: 0.1, loss: 0.026276573538780212, time: 0.8808748722076416
[2023-08-19_10:48:59] Epoch:4/200, iteration:193/468, lr: 0.1, loss: 0.05705200135707855, time: 0.5486083030700684
[2023-08-19_10:48:59] Epoch:4/200, iteration:293/468, lr: 0.1, loss: 0.01667201891541481, time: 0.5337624549865723
[2023-08-19_10:49:00] Epoch:4/200, iteration:393/468, lr: 0.1, loss: 0.017892902716994286, time: 0.603914737701416
[2023-08-19_10:49:00] Epoch:5/200, iteration:24/468, lr: 0.1, loss: 0.022536084055900574, time: 0.8195469379425049
[2023-08-19_10:49:01] Epoch:5/200, iteration:124/468, lr: 0.1, loss: 0.01592346839606762, time: 0.5212094783782959
[2023-08-19_10:49:02] Epoch:5/200, iteration:224/468, lr: 0.1, loss: 0.004568661563098431, time: 0.5264952182769775
[2023-08-19_10:49:02] Epoch:5/200, iteration:324/468, lr: 0.1, loss: 0.05317382514476776, time: 0.535987138748169
[2023-08-19_10:49:03] Epoch:5/200, iteration:424/468, lr: 0.1, loss: 0.04417886957526207, time: 0.5997946262359619
[2023-08-19_10:49:04] Epoch:6/200, iteration:55/468, lr: 0.1, loss: 0.015969695523381233, time: 0.8394036293029785
[2023-08-19_10:49:04] Epoch:6/200, iteration:155/468, lr: 0.1, loss: 0.07699500769376755, time: 0.5459151268005371
[2023-08-19_10:49:05] Epoch:6/200, iteration:255/468, lr: 0.1, loss: 0.05615000054240227, time: 0.5935940742492676
[2023-08-19_10:49:05] Epoch:6/200, iteration:355/468, lr: 0.1, loss: 0.10007388144731522, time: 0.571303129196167
