Total train samples: 60000
Total test samples: 10000
Batch size: 128
iteration every epoch: 468
Initial learning rate: 0.1
[2023-07-26_21:15:51] Epoch:1/200, iteration:100/468, lr: 0.1, loss: 0.43051648139953613, time: 1.344743013381958
[2023-07-26_21:15:52] Epoch:1/200, iteration:200/468, lr: 0.1, loss: 0.31081900000572205, time: 0.5360362529754639
[2023-07-26_21:15:53] Epoch:1/200, iteration:300/468, lr: 0.1, loss: 0.29823940992355347, time: 0.6130828857421875
[2023-07-26_21:15:53] Epoch:1/200, iteration:400/468, lr: 0.1, loss: 0.20784862339496613, time: 0.6341133117675781
[2023-07-26_21:15:54] Epoch:2/200, iteration:31/468, lr: 0.1, loss: 0.02696564793586731, time: 0.9327254295349121
[2023-07-26_21:15:55] Epoch:2/200, iteration:131/468, lr: 0.1, loss: 0.0551961250603199, time: 0.5121898651123047
[2023-07-26_21:15:55] Epoch:2/200, iteration:231/468, lr: 0.1, loss: 0.07440127432346344, time: 0.5526456832885742
[2023-07-26_21:15:56] Epoch:2/200, iteration:331/468, lr: 0.1, loss: 0.03588956966996193, time: 0.5330579280853271
[2023-07-26_21:15:56] Epoch:2/200, iteration:431/468, lr: 0.1, loss: 0.025284340605139732, time: 0.5452463626861572
[2023-07-26_21:15:57] Epoch:3/200, iteration:62/468, lr: 0.1, loss: 0.04993590712547302, time: 0.8641610145568848
[2023-07-26_21:15:58] Epoch:3/200, iteration:162/468, lr: 0.1, loss: 0.006586258765310049, time: 0.5148301124572754
[2023-07-26_21:15:58] Epoch:3/200, iteration:262/468, lr: 0.1, loss: 0.013602550141513348, time: 0.5976850986480713
[2023-07-26_21:15:59] Epoch:3/200, iteration:362/468, lr: 0.1, loss: 0.07186993211507797, time: 0.6173875331878662
[2023-07-26_21:15:59] Epoch:3/200, iteration:462/468, lr: 0.1, loss: 0.09843014180660248, time: 0.5978169441223145
[2023-07-26_21:16:00] Epoch:4/200, iteration:93/468, lr: 0.1, loss: 0.026276573538780212, time: 0.8407421112060547
[2023-07-26_21:16:01] Epoch:4/200, iteration:193/468, lr: 0.1, loss: 0.05705200135707855, time: 0.6129822731018066
[2023-07-26_21:16:01] Epoch:4/200, iteration:293/468, lr: 0.1, loss: 0.01667201891541481, time: 0.5820481777191162
[2023-07-26_21:16:02] Epoch:4/200, iteration:393/468, lr: 0.1, loss: 0.017892902716994286, time: 0.5654692649841309
[2023-07-26_21:16:03] Epoch:5/200, iteration:24/468, lr: 0.1, loss: 0.022536084055900574, time: 0.8558413982391357
[2023-07-26_21:16:03] Epoch:5/200, iteration:124/468, lr: 0.1, loss: 0.01592346839606762, time: 0.5635137557983398
[2023-07-26_21:16:04] Epoch:5/200, iteration:224/468, lr: 0.1, loss: 0.004568661563098431, time: 0.5456113815307617
[2023-07-26_21:16:05] Epoch:5/200, iteration:324/468, lr: 0.1, loss: 0.05317382514476776, time: 0.6275949478149414
[2023-07-26_21:16:05] Epoch:5/200, iteration:424/468, lr: 0.1, loss: 0.04417886957526207, time: 0.5171575546264648
[2023-07-26_21:16:06] Epoch:6/200, iteration:55/468, lr: 0.1, loss: 0.015969695523381233, time: 0.8528962135314941
[2023-07-26_21:16:07] Epoch:6/200, iteration:155/468, lr: 0.1, loss: 0.07699500769376755, time: 0.6182260513305664
