Total train samples: 60000
Total test samples: 10000
Batch size: 128
iteration every epoch: 468
Initial learning rate: 0.1
[2023-08-21_16:35:02] Epoch:1/200, iteration:100/468, lr: 0.1, loss: 0.43051648139953613, time: 1.2999565601348877
[2023-08-21_16:35:03] Epoch:1/200, iteration:200/468, lr: 0.1, loss: 0.31081900000572205, time: 0.58968186378479
[2023-08-21_16:35:03] Epoch:1/200, iteration:300/468, lr: 0.1, loss: 0.29823940992355347, time: 0.6431267261505127
[2023-08-21_16:35:04] Epoch:1/200, iteration:400/468, lr: 0.1, loss: 0.20784862339496613, time: 0.5705559253692627
[2023-08-21_16:35:05] Epoch:2/200, iteration:31/468, lr: 0.1, loss: 0.02696564793586731, time: 0.8838515281677246
[2023-08-21_16:35:05] Epoch:2/200, iteration:131/468, lr: 0.1, loss: 0.0551961250603199, time: 0.5402965545654297
[2023-08-21_16:35:06] Epoch:2/200, iteration:231/468, lr: 0.1, loss: 0.07440127432346344, time: 0.544701099395752
[2023-08-21_16:35:06] Epoch:2/200, iteration:331/468, lr: 0.1, loss: 0.03588956966996193, time: 0.5254788398742676
[2023-08-21_16:35:07] Epoch:2/200, iteration:431/468, lr: 0.1, loss: 0.025284340605139732, time: 0.5380032062530518
[2023-08-21_16:35:08] Epoch:3/200, iteration:62/468, lr: 0.1, loss: 0.04993590712547302, time: 0.7947127819061279
[2023-08-21_16:35:08] Epoch:3/200, iteration:162/468, lr: 0.1, loss: 0.006586258765310049, time: 0.5425760746002197
[2023-08-21_16:35:09] Epoch:3/200, iteration:262/468, lr: 0.1, loss: 0.013602550141513348, time: 0.5232341289520264
[2023-08-21_16:35:09] Epoch:3/200, iteration:362/468, lr: 0.1, loss: 0.07186993211507797, time: 0.5202577114105225
