Total train samples: 60000
Total test samples: 10000
Batch size: 128
iteration every epoch: 468
Initial learning rate: 0.1
[2023-08-19_11:49:31] Epoch:1/200, iteration:100/468, lr: 0.1, loss: 0.4376247227191925, time: 4.65174674987793
[2023-08-19_11:49:32] Epoch:1/200, iteration:200/468, lr: 0.1, loss: 0.3124057948589325, time: 0.6674566268920898
[2023-08-19_11:49:33] Epoch:1/200, iteration:300/468, lr: 0.1, loss: 0.299839586019516, time: 0.6645972728729248
[2023-08-19_11:49:33] Epoch:1/200, iteration:400/468, lr: 0.1, loss: 0.19489851593971252, time: 0.6210422515869141
[2023-08-19_11:49:34] Epoch:2/200, iteration:31/468, lr: 0.1, loss: 0.020920529961586, time: 0.9352540969848633
[2023-08-19_11:49:35] Epoch:2/200, iteration:131/468, lr: 0.1, loss: 0.028209205716848373, time: 0.6417832374572754
[2023-08-19_11:49:36] Epoch:2/200, iteration:231/468, lr: 0.1, loss: 0.0432119183242321, time: 0.6274755001068115
[2023-08-19_11:49:36] Epoch:2/200, iteration:331/468, lr: 0.1, loss: 0.034915242344141006, time: 0.6495342254638672
[2023-08-19_11:49:37] Epoch:2/200, iteration:431/468, lr: 0.1, loss: 0.0272676944732666, time: 0.642768383026123
[2023-08-19_11:49:38] Epoch:3/200, iteration:62/468, lr: 0.1, loss: 0.059906162321567535, time: 0.9720625877380371
[2023-08-19_11:49:39] Epoch:3/200, iteration:162/468, lr: 0.1, loss: 0.008754054084420204, time: 0.677253246307373
[2023-08-19_11:49:39] Epoch:3/200, iteration:262/468, lr: 0.1, loss: 0.013780110515654087, time: 0.7018659114837646
[2023-08-19_11:49:40] Epoch:3/200, iteration:362/468, lr: 0.1, loss: 0.07486946880817413, time: 0.6855373382568359
[2023-08-19_11:49:41] Epoch:3/200, iteration:462/468, lr: 0.1, loss: 0.09566885977983475, time: 0.6917765140533447
