Total train samples: 60000
Total test samples: 10000
Batch size: 128
iteration every epoch: 468
Initial learning rate: 0.1
[2023-07-26_19:43:14] Epoch:1/200, iteration:100/468, lr: 0.1, loss: 0.43051648139953613, time: 1.0969243049621582
[2023-07-26_19:43:15] Epoch:1/200, iteration:200/468, lr: 0.1, loss: 0.31081900000572205, time: 0.5145223140716553
[2023-07-26_19:43:15] Epoch:1/200, iteration:300/468, lr: 0.1, loss: 0.29823940992355347, time: 0.5634610652923584
[2023-07-26_19:43:16] Epoch:1/200, iteration:400/468, lr: 0.1, loss: 0.20784862339496613, time: 0.5373008251190186
[2023-07-26_19:43:17] Epoch:2/200, iteration:31/468, lr: 0.1, loss: 0.02696564793586731, time: 0.7659926414489746
[2023-07-26_19:43:17] Epoch:2/200, iteration:131/468, lr: 0.1, loss: 0.0551961250603199, time: 0.5473759174346924
[2023-07-26_19:43:18] Epoch:2/200, iteration:231/468, lr: 0.1, loss: 0.07440127432346344, time: 0.5745370388031006
[2023-07-26_19:43:18] Epoch:2/200, iteration:331/468, lr: 0.1, loss: 0.03588956966996193, time: 0.5122087001800537
[2023-07-26_19:43:19] Epoch:2/200, iteration:431/468, lr: 0.1, loss: 0.025284340605139732, time: 0.5507009029388428
[2023-07-26_19:43:20] Epoch:3/200, iteration:62/468, lr: 0.1, loss: 0.04993590712547302, time: 0.798457145690918
[2023-07-26_19:43:20] Epoch:3/200, iteration:162/468, lr: 0.1, loss: 0.006586258765310049, time: 0.6112616062164307
[2023-07-26_19:43:21] Epoch:3/200, iteration:262/468, lr: 0.1, loss: 0.013602550141513348, time: 0.6079518795013428
[2023-07-26_19:43:21] Epoch:3/200, iteration:362/468, lr: 0.1, loss: 0.07186993211507797, time: 0.5970489978790283
[2023-07-26_19:43:22] Epoch:3/200, iteration:462/468, lr: 0.1, loss: 0.09843014180660248, time: 0.5949892997741699
[2023-07-26_19:43:23] Epoch:4/200, iteration:93/468, lr: 0.1, loss: 0.026276573538780212, time: 0.8094990253448486
[2023-07-26_19:43:23] Epoch:4/200, iteration:193/468, lr: 0.1, loss: 0.05705200135707855, time: 0.5301640033721924
[2023-07-26_19:43:24] Epoch:4/200, iteration:293/468, lr: 0.1, loss: 0.01667201891541481, time: 0.5601329803466797
[2023-07-26_19:43:24] Epoch:4/200, iteration:393/468, lr: 0.1, loss: 0.017892902716994286, time: 0.5837006568908691
[2023-07-26_19:43:25] Epoch:5/200, iteration:24/468, lr: 0.1, loss: 0.022536084055900574, time: 0.8292202949523926
[2023-07-26_19:43:26] Epoch:5/200, iteration:124/468, lr: 0.1, loss: 0.01592346839606762, time: 0.5896193981170654
[2023-07-26_19:43:26] Epoch:5/200, iteration:224/468, lr: 0.1, loss: 0.004568661563098431, time: 0.5541296005249023
[2023-07-26_19:43:27] Epoch:5/200, iteration:324/468, lr: 0.1, loss: 0.05317382514476776, time: 0.5750160217285156
[2023-07-26_19:43:28] Epoch:5/200, iteration:424/468, lr: 0.1, loss: 0.04417886957526207, time: 0.6230602264404297
[2023-07-26_19:43:28] Epoch:6/200, iteration:55/468, lr: 0.1, loss: 0.015969695523381233, time: 0.811880350112915
